,E_TOTPOP,E_HU,E_HH,E_POV,E_UNEMP,E_NOHSDP,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_MINRTY,E_LIMENG,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,E_UNINSUR,E_DAYPOP,Deaths,"Deaths per 100,000 Population",C-E_TOTPOP,C-E_HU,C-E_HH,C-E_POV,C-E_UNEMP,C-E_NOHSDP,C-E_AGE65,C-E_AGE17,C-E_DISABL,C-E_SNGPNT,C-E_MINRTY,C-E_LIMENG,C-E_MUNIT,C-E_MOBILE,C-E_CROWD,C-E_NOVEH,C-E_GROUPQ,C-E_UNINSUR,C-E_DAYPOP,C-Deaths,"C-Deaths per 100,000 Population",Risk Category
51620_2018,8211.0,3852.0,3526.0,1315.0,599.0,972.0,1542.0,1984.0,1129.0,591.0,5162.0,9.0,254.0,35.0,0.0,348.0,130.0,740.0,8917.0,39.0,474.97259773474605,-202.0,-27.0,102.0,-68.0,2.0,-112.0,34.0,-59.0,213.0,105.0,-74.0,9.0,-8.0,35.0,-15.0,-58.0,-4.0,-317.0,-682.0,4.0,58.94977591137746,1
51620_2020,8015.0,3843.0,3516.0,2227.0,377.0,929.0,1649.0,2009.0,1376.0,429.0,5032.0,15.0,139.0,48.0,36.0,326.0,125.0,371.0,8785.0,26.0,324.3917654398004,-196.0,-9.0,-10.0,912.0,-222.0,-43.0,107.0,25.0,247.0,-162.0,-130.0,6.0,-115.0,13.0,36.0,-22.0,-5.0,-369.0,-132.0,-13.0,-150.58083229494565,1
51630_2016,27853.0,11387.0,10271.0,4194.0,1110.0,1434.0,2897.0,5799.0,2618.0,1363.0,11121.0,565.0,3698.0,0.0,183.0,1006.0,2684.0,3384.0,40809.0,31.0,111.29860338204143,1221.0,350.0,422.0,-440.0,-337.0,92.0,234.0,431.0,-23.0,68.0,509.0,66.0,-111.0,-15.0,97.0,113.0,77.0,-387.0,600.0,-12.0,-50.16129448518596,0
51630_2018,28469.0,11589.0,10582.0,3672.0,869.0,1751.0,3023.0,5952.0,3410.0,1117.0,11455.0,1013.0,3493.0,15.0,276.0,828.0,2615.0,3054.0,42342.0,37.0,129.9659278513471,616.0,202.0,311.0,-522.0,-241.0,317.0,126.0,153.0,792.0,-246.0,334.0,448.0,-205.0,15.0,93.0,-178.0,-69.0,-330.0,1533.0,6.0,18.667324469305655,0
51630_2020,29059.0,11887.0,11059.0,5177.0,944.0,1377.0,3170.0,6047.0,3560.0,768.0,12180.0,903.0,3537.0,43.0,337.0,905.0,2541.0,2861.0,43170.0,33.0,113.56206338827901,590.0,298.0,477.0,1505.0,75.0,-374.0,147.0,95.0,150.0,-349.0,725.0,-110.0,44.0,28.0,61.0,77.0,-74.0,-193.0,828.0,-4.0,-16.403864463068075,0
51640_2016,6858.0,3404.0,2767.0,1642.0,204.0,1158.0,1498.0,1489.0,1595.0,302.0,1767.0,221.0,277.0,276.0,67.0,481.0,406.0,809.0,11333.0,29.0,422.86380869058036,-123.0,-155.0,-201.0,-90.0,-56.0,-128.0,40.0,-70.0,318.0,1.0,61.0,-82.0,-116.0,-66.0,-24.0,76.0,63.0,-124.0,1626.0,2.0,36.09973477566842,1
51640_2018,6638.0,3367.0,2742.0,1625.0,192.0,1410.0,1505.0,1413.0,1551.0,307.0,1639.0,292.0,226.0,254.0,49.0,357.0,383.0,973.0,10411.0,32.0,482.07291352817117,-220.0,-37.0,-25.0,-17.0,-12.0,252.0,7.0,-76.0,-44.0,5.0,-128.0,71.0,-51.0,-22.0,-18.0,-124.0,-23.0,164.0,-922.0,3.0,59.209104837590814,1
51640_2020,6402.0,3222.0,2614.0,2437.0,240.0,1070.0,1297.0,1639.0,1286.0,219.0,1753.0,226.0,244.0,225.0,34.0,325.0,366.0,1258.0,10110.0,20.0,312.4023742580444,-236.0,-145.0,-128.0,812.0,48.0,-340.0,-208.0,226.0,-265.0,-88.0,114.0,-66.0,18.0,-29.0,-15.0,-32.0,-17.0,285.0,-301.0,-12.0,-169.67053927012677,1
51650_2016,136789.0,60271.0,53656.0,20596.0,5999.0,8911.0,18688.0,29828.0,17650.0,6653.0,82463.0,1153.0,6598.0,678.0,2584.0,4348.0,4436.0,15445.0,134331.0,272.0,198.84639846771304,-115.0,235.0,956.0,186.0,-1068.0,-618.0,1074.0,-562.0,2486.0,107.0,1009.0,40.0,473.0,37.0,-936.0,-65.0,15.0,-1727.0,9414.0,-11.0,-7.867795419974669,1
51650_2018,135583.0,60124.0,53700.0,20609.0,4836.0,7972.0,19719.0,28864.0,19672.0,6141.0,83186.0,1206.0,7193.0,736.0,1158.0,4747.0,4561.0,12358.0,119953.0,269.0,198.40245458501434,-1206.0,-147.0,44.0,13.0,-1163.0,-939.0,1031.0,-964.0,2022.0,-512.0,723.0,53.0,595.0,58.0,-1426.0,399.0,125.0,-3087.0,-14378.0,-3.0,-0.44394388269870433,1
51650_2020,135169.0,60145.0,54847.0,29927.0,4025.0,7404.0,20659.0,28544.0,20375.0,5213.0,84533.0,891.0,7025.0,867.0,799.0,4591.0,4601.0,9713.0,132508.0,317.0,234.5212289800176,-414.0,21.0,1147.0,9318.0,-811.0,-568.0,940.0,-320.0,703.0,-928.0,1347.0,-315.0,-168.0,131.0,-359.0,-156.0,40.0,-2645.0,12555.0,48.0,36.11877439500327,1
51660_2016,51979.0,18039.0,16626.0,14757.0,1580.0,3762.0,4234.0,8228.0,3492.0,1989.0,16460.0,3715.0,3477.0,171.0,810.0,1735.0,7346.0,7379.0,73860.0,80.0,153.9083091248389,1158.0,241.0,745.0,670.0,-122.0,-34.0,267.0,216.0,134.0,679.0,1100.0,562.0,30.0,18.0,2.0,239.0,-63.0,-424.0,2252.0,32.0,59.45916408637055,0
51660_2018,53391.0,18186.0,16768.0,12953.0,1210.0,4266.0,4700.0,8801.0,4707.0,1849.0,17839.0,3955.0,3728.0,265.0,614.0,1520.0,7407.0,7459.0,66484.0,69.0,129.2352643703995,1412.0,147.0,142.0,-1804.0,-370.0,504.0,466.0,573.0,1215.0,-140.0,1379.0,240.0,251.0,94.0,-196.0,-215.0,61.0,80.0,-7376.0,-11.0,-24.67304475443939,0
51660_2020,53558.0,18317.0,16751.0,17522.0,1293.0,4564.0,4892.0,8758.0,5246.0,1296.0,18603.0,3694.0,3597.0,264.0,596.0,1267.0,7284.0,6002.0,75890.0,69.0,128.83229396168642,167.0,131.0,-17.0,4569.0,83.0,298.0,192.0,-43.0,539.0,-553.0,764.0,-261.0,-131.0,-1.0,-18.0,-253.0,-123.0,-1457.0,9406.0,0.0,-0.4029704087130881,0
51670_2016,22332.0,10279.0,8866.0,4509.0,1138.0,2828.0,3506.0,5690.0,4301.0,1467.0,11190.0,259.0,1168.0,71.0,272.0,1106.0,243.0,2391.0,22186.0,64.0,286.5842736879814,-43.0,94.0,92.0,624.0,-301.0,-110.0,60.0,51.0,728.0,-23.0,404.0,50.0,-90.0,-17.0,54.0,51.0,26.0,-1159.0,3346.0,-9.0,-39.672709552242054,1
51670_2018,22408.0,10275.0,9193.0,4639.0,850.0,2736.0,3485.0,5749.0,4344.0,1375.0,11726.0,379.0,1059.0,72.0,392.0,792.0,228.0,2314.0,21244.0,69.0,307.9257408068547,76.0,-4.0,327.0,130.0,-288.0,-92.0,-21.0,59.0,43.0,-92.0,536.0,120.0,-109.0,1.0,120.0,-314.0,-15.0,-77.0,-942.0,5.0,21.34146711887331,1
51670_2020,22500.0,10354.0,9362.0,8245.0,874.0,2305.0,3446.0,5777.0,3825.0,1079.0,12331.0,149.0,983.0,109.0,293.0,836.0,210.0,1884.0,21527.0,62.0,275.55555555555554,92.0,79.0,169.0,3606.0,24.0,-431.0,-39.0,28.0,-519.0,-296.0,605.0,-230.0,-76.0,37.0,-99.0,44.0,-18.0,-430.0,283.0,-7.0,-32.370185251299176,1
51678_2016,7036.0,2138.0,1856.0,653.0,92.0,379.0,999.0,586.0,706.0,91.0,1369.0,49.0,301.0,0.0,0.0,208.0,3487.0,413.0,12400.0,16.0,227.40193291642976,-78.0,194.0,129.0,-46.0,-19.0,-50.0,135.0,-117.0,106.0,-19.0,104.0,-7.0,131.0,-31.0,0.0,79.0,-13.0,19.0,399.0,-3.0,-39.6770662401629,1
51678_2018,7110.0,2312.0,1984.0,826.0,99.0,277.0,1114.0,627.0,865.0,84.0,1272.0,0.0,266.0,15.0,0.0,189.0,3290.0,351.0,12057.0,18.0,253.16455696202533,74.0,174.0,128.0,173.0,7.0,-102.0,115.0,41.0,159.0,-7.0,-97.0,-49.0,-35.0,15.0,0.0,-19.0,-197.0,-62.0,-343.0,2.0,25.762624045595572,1
51678_2020,7205.0,2405.0,2066.0,1165.0,95.0,260.0,1029.0,581.0,814.0,38.0,1483.0,0.0,193.0,10.0,0.0,231.0,2995.0,341.0,12364.0,22.0,305.34351145038164,95.0,93.0,82.0,339.0,-4.0,-17.0,-85.0,-46.0,-51.0,-46.0,211.0,0.0,-73.0,-5.0,0.0,42.0,-295.0,-10.0,307.0,4.0,52.17895448835631,1
51680_2016,78755.0,32324.0,28282.0,16598.0,2728.0,5185.0,11020.0,15169.0,9716.0,3235.0,29140.0,978.0,5267.0,445.0,362.0,3975.0,10557.0,8866.0,107063.0,157.0,199.35242206844012,1129.0,171.0,-142.0,7.0,-841.0,-362.0,354.0,-197.0,346.0,275.0,335.0,478.0,274.0,-230.0,-99.0,-230.0,592.0,-811.0,-7791.0,-30.0,-41.5462459036311,1
51680_2018,80131.0,32364.0,28069.0,15182.0,2380.0,4924.0,11252.0,15517.0,10127.0,2989.0,30187.0,971.0,5303.0,248.0,472.0,3377.0,10681.0,7385.0,103027.0,206.0,257.07903308332607,1376.0,40.0,-213.0,-1416.0,-348.0,-261.0,232.0,348.0,411.0,-246.0,1047.0,-7.0,36.0,-197.0,110.0,-598.0,124.0,-1481.0,-4036.0,49.0,57.72661101488595,1
51680_2020,80970.0,32533.0,28223.0,19189.0,2511.0,5188.0,11556.0,15365.0,10448.0,2392.0,30588.0,605.0,5447.0,364.0,683.0,3124.0,10362.0,6720.0,109607.0,191.0,235.8898357416327,839.0,169.0,154.0,4007.0,131.0,264.0,304.0,-152.0,321.0,-597.0,401.0,-366.0,144.0,116.0,211.0,-253.0,-319.0,-665.0,6580.0,-15.0,-21.189197341693358,1
51683_2016,41149.0,13385.0,12430.0,3557.0,1404.0,4850.0,3369.0,11048.0,3062.0,1136.0,23253.0,3686.0,2502.0,185.0,775.0,544.0,58.0,7718.0,44325.0,43.0,104.49828671413643,713.0,153.0,156.0,-1396.0,-434.0,475.0,356.0,-126.0,-351.0,-270.0,1235.0,-892.0,179.0,-7.0,-58.0,-136.0,-46.0,-1081.0,4238.0,3.0,5.576533820675152,0
51683_2018,41457.0,13583.0,12749.0,3551.0,1343.0,4543.0,3796.0,11164.0,2723.0,1166.0,24132.0,3502.0,2479.0,138.0,466.0,489.0,72.0,6459.0,39954.0,61.0,147.1404105458668,308.0,198.0,319.0,-6.0,-61.0,-307.0,427.0,116.0,-339.0,30.0,879.0,-184.0,-23.0,-47.0,-309.0,-55.0,14.0,-1259.0,-4371.0,18.0,42.64212383173039,0
51683_2020,41038.0,13823.0,13066.0,6337.0,1003.0,3811.0,4252.0,10940.0,2773.0,1086.0,24790.0,4514.0,2395.0,185.0,611.0,553.0,86.0,6825.0,44513.0,48.0,116.96476436473512,-419.0,240.0,317.0,2786.0,-340.0,-732.0,456.0,-224.0,50.0,-80.0,658.0,1012.0,-84.0,47.0,145.0,64.0,14.0,366.0,4559.0,-13.0,-30.175646181131697,0
51690_2016,13551.0,7159.0,5787.0,3159.0,596.0,1977.0,2787.0,3039.0,2630.0,699.0,7236.0,93.0,779.0,0.0,65.0,886.0,383.0,2205.0,18245.0,59.0,435.3922219762379,-194.0,-23.0,-187.0,-265.0,-218.0,-169.0,50.0,-65.0,-138.0,-72.0,19.0,9.0,98.0,-5.0,-21.0,-104.0,-45.0,-67.0,-343.0,-2.0,-8.405522658174618,1
51690_2018,13101.0,7090.0,5630.0,3201.0,451.0,1550.0,2510.0,3126.0,2426.0,817.0,7166.0,61.0,674.0,80.0,22.0,777.0,430.0,1676.0,16946.0,57.0,435.08129150446536,-450.0,-69.0,-157.0,42.0,-145.0,-427.0,-277.0,87.0,-204.0,118.0,-70.0,-32.0,-105.0,80.0,-43.0,-109.0,47.0,-529.0,-1299.0,-2.0,-0.31093047177256494,1
51690_2020,12646.0,7062.0,5597.0,4631.0,215.0,1179.0,2334.0,3063.0,2783.0,631.0,7148.0,179.0,739.0,105.0,0.0,835.0,464.0,1236.0,16634.0,55.0,434.92013284833155,-455.0,-28.0,-33.0,1430.0,-236.0,-371.0,-176.0,-63.0,357.0,-186.0,-18.0,118.0,65.0,25.0,-22.0,58.0,34.0,-440.0,-312.0,-2.0,-0.1611586561338072,1
51700_2016,181606.0,77494.0,69247.0,27776.0,7451.0,12500.0,21308.0,42540.0,22673.0,8880.0,100392.0,3546.0,12590.0,1771.0,1785.0,6471.0,8613.0,21418.0,201463.0,311.0,171.24984857328502,244.0,591.0,260.0,1464.0,-1345.0,-289.0,1092.0,-701.0,1948.0,-368.0,1541.0,-133.0,94.0,-151.0,-19.0,172.0,230.0,-2999.0,20925.0,29.0,15.759723850355186,0
51700_2018,180145.0,77664.0,69324.0,26457.0,5905.0,11493.0,22294.0,41844.0,26630.0,8632.0,101931.0,2825.0,13756.0,2084.0,1910.0,7369.0,8943.0,19621.0,176858.0,328.0,182.07555025118654,-1461.0,170.0,77.0,-1319.0,-1546.0,-1007.0,986.0,-696.0,3957.0,-248.0,1539.0,-721.0,1166.0,313.0,125.0,898.0,330.0,-1797.0,-24605.0,17.0,10.82570167790152,1
51700_2020,179582.0,77851.0,70376.0,40869.0,4959.0,9855.0,23236.0,41668.0,25849.0,7515.0,103995.0,2136.0,14216.0,2121.0,1757.0,7296.0,8862.0,18131.0,203660.0,392.0,218.28468332015458,-563.0,187.0,1052.0,14412.0,-946.0,-1638.0,942.0,-176.0,-781.0,-1117.0,2064.0,-689.0,460.0,37.0,-153.0,-73.0,-81.0,-1490.0,26802.0,64.0,36.20913306896804,1
51710_2016,245724.0,96631.0,87367.0,46307.0,10978.0,18779.0,24442.0,49700.0,27027.0,11438.0,137992.0,3137.0,15671.0,853.0,2282.0,11298.0,25848.0,31983.0,305144.0,405.0,164.81906529276748,979.0,932.0,970.0,1112.0,-2297.0,-1017.0,962.0,-551.0,-500.0,-44.0,1132.0,-182.0,-228.0,-6.0,-104.0,465.0,2126.0,-4904.0,13123.0,-21.0,-9.239648879125724,0
51710_2018,245592.0,97257.0,88155.0,43383.0,9358.0,18818.0,25928.0,48799.0,28466.0,10985.0,138859.0,3315.0,16788.0,692.0,2069.0,10931.0,25880.0,28169.0,260366.0,440.0,179.1589302583146,-132.0,626.0,788.0,-2924.0,-1620.0,39.0,1486.0,-901.0,1439.0,-453.0,867.0,178.0,1117.0,-161.0,-213.0,-367.0,32.0,-3814.0,-44778.0,35.0,14.339864965547122,1
51710_2020,244300.0,98142.0,89398.0,57938.0,9051.0,18198.0,27349.0,47911.0,29661.0,9299.0,139053.0,3461.0,17800.0,680.0,2032.0,11093.0,26935.0,24336.0,315681.0,490.0,200.5730659025788,-1292.0,885.0,1243.0,14555.0,-307.0,-620.0,1421.0,-888.0,1195.0,-1686.0,194.0,146.0,1012.0,-12.0,-37.0,162.0,1055.0,-3833.0,55315.0,50.0,21.414135644264206,1
51720_2018,3990.0,2040.0,1819.0,1155.0,247.0,544.0,689.0,923.0,929.0,267.0,436.0,0.0,218.0,309.0,31.0,224.0,55.0,397.0,6160.0,18.0,451.1278195488722,12.0,82.0,-39.0,115.0,-23.0,62.0,73.0,115.0,231.0,68.0,-108.0,-48.0,-3.0,-7.0,8.0,21.0,-2.0,-16.0,-188.0,8.0,199.7452152250914,1
51720_2020,3969.0,2105.0,1877.0,1662.0,153.0,430.0,857.0,634.0,941.0,137.0,258.0,0.0,352.0,224.0,9.0,167.0,60.0,295.0,6155.0,12.0,302.3431594860166,-21.0,65.0,58.0,507.0,-94.0,-114.0,168.0,-289.0,12.0,-130.0,-178.0,0.0,134.0,-85.0,-22.0,-57.0,5.0,-102.0,-5.0,-6.0,-148.7846600628556,1
51730_2016,31997.0,16484.0,13175.0,9191.0,2052.0,4715.0,5009.0,6580.0,6386.0,1932.0,27201.0,401.0,2902.0,209.0,368.0,2565.0,839.0,4506.0,32889.0,131.0,409.41338250460984,-442.0,9.0,660.0,477.0,-103.0,-548.0,92.0,-302.0,-44.0,72.0,-194.0,154.0,173.0,-72.0,112.0,414.0,-18.0,-1638.0,3278.0,-2.0,-0.5869257662986342,1
51730_2018,31827.0,16377.0,13274.0,8037.0,1701.0,4192.0,5211.0,6801.0,6452.0,1810.0,27047.0,364.0,2966.0,237.0,371.0,2506.0,733.0,4069.0,32249.0,112.0,351.9024727432683,-170.0,-107.0,99.0,-1154.0,-351.0,-523.0,202.0,221.0,66.0,-122.0,-154.0,-37.0,64.0,28.0,3.0,-59.0,-106.0,-437.0,-640.0,-19.0,-57.510909761341566,1
51730_2020,30791.0,16346.0,13231.0,10846.0,1885.0,3577.0,5167.0,6466.0,6412.0,1284.0,26181.0,331.0,3293.0,312.0,292.0,2354.0,638.0,3673.0,31226.0,143.0,464.4214218440453,-1036.0,-31.0,-43.0,2809.0,184.0,-615.0,-44.0,-335.0,-40.0,-526.0,-866.0,-33.0,327.0,75.0,-79.0,-152.0,-95.0,-396.0,-1023.0,31.0,112.51894910077704,1
51735_2016,12068.0,4758.0,4610.0,563.0,204.0,442.0,2161.0,2725.0,1257.0,301.0,918.0,48.0,131.0,61.0,18.0,134.0,52.0,463.0,7382.0,25.0,207.15942989724894,-35.0,20.0,-17.0,-190.0,-87.0,-168.0,139.0,-39.0,-24.0,-47.0,67.0,-59.0,-36.0,-66.0,4.0,15.0,-6.0,-360.0,1309.0,9.0,74.960801458019,1
51735_2018,12039.0,4785.0,4615.0,536.0,318.0,336.0,2268.0,2661.0,1528.0,330.0,973.0,44.0,109.0,40.0,0.0,187.0,52.0,355.0,7316.0,38.0,315.64083395630865,-29.0,27.0,5.0,-27.0,114.0,-106.0,107.0,-64.0,271.0,29.0,55.0,-4.0,-22.0,-21.0,-18.0,53.0,0.0,-108.0,-66.0,13.0,108.48140405905971,1
51735_2020,12121.0,4817.0,4632.0,1103.0,106.0,348.0,2432.0,2597.0,1449.0,146.0,1145.0,14.0,121.0,49.0,11.0,144.0,56.0,382.0,7479.0,23.0,189.75332068311195,82.0,32.0,17.0,567.0,-212.0,12.0,164.0,-64.0,-79.0,-184.0,172.0,-30.0,12.0,9.0,11.0,-43.0,4.0,27.0,163.0,-15.0,-125.8875132731967,1
51740_2016,96071.0,41046.0,36840.0,16897.0,5077.0,9587.0,13256.0,22616.0,12420.0,5440.0,58658.0,541.0,3868.0,287.0,787.0,4201.0,2854.0,11507.0,110369.0,232.0,241.4880661177671,64.0,170.0,76.0,11.0,273.0,-1400.0,253.0,-15.0,-705.0,241.0,826.0,131.0,-91.0,32.0,-125.0,142.0,-402.0,-804.0,20369.0,8.0,8.171745432817033,1
51740_2018,95311.0,40895.0,36471.0,15707.0,4212.0,7923.0,13553.0,22410.0,13191.0,4577.0,59134.0,642.0,3603.0,421.0,628.0,4114.0,3497.0,9858.0,97566.0,222.0,232.9216984398443,-760.0,-151.0,-369.0,-1190.0,-865.0,-1664.0,297.0,-206.0,771.0,-863.0,476.0,101.0,-265.0,134.0,-159.0,-87.0,643.0,-1649.0,-12803.0,-10.0,-8.566367677922784,1
51740_2020,94961.0,40879.0,36650.0,23243.0,2738.0,6816.0,13997.0,22160.0,13163.0,3245.0,59805.0,417.0,3363.0,319.0,622.0,4061.0,3877.0,8366.0,100101.0,243.0,255.8945251208391,-350.0,-16.0,179.0,7536.0,-1474.0,-1107.0,444.0,-250.0,-28.0,-1332.0,671.0,-225.0,-240.0,-102.0,-6.0,-53.0,380.0,-1492.0,2535.0,21.0,22.972826680994785,1
51750_2016,17186.0,6526.0,5604.0,5580.0,724.0,778.0,1374.0,1951.0,2195.0,408.0,2918.0,50.0,1393.0,310.0,0.0,535.0,3003.0,1554.0,20223.0,23.0,133.82986151518676,193.0,54.0,271.0,27.0,15.0,-69.0,33.0,-310.0,157.0,-98.0,203.0,-85.0,-9.0,67.0,0.0,245.0,15.0,-61.0,-693.0,-7.0,-42.713421012913045,0
51750_2018,17630.0,6525.0,5438.0,5230.0,493.0,788.0,1504.0,1862.0,2138.0,278.0,2990.0,44.0,1569.0,285.0,55.0,459.0,3069.0,1348.0,19478.0,27.0,153.14804310833804,444.0,-1.0,-166.0,-350.0,-231.0,10.0,130.0,-89.0,-57.0,-130.0,72.0,-6.0,176.0,-25.0,55.0,-76.0,66.0,-206.0,-745.0,4.0,19.31818159315128,0
51750_2020,17833.0,6522.0,5677.0,7477.0,569.0,777.0,1569.0,1991.0,2048.0,180.0,3006.0,30.0,1618.0,163.0,68.0,426.0,2873.0,1219.0,19451.0,31.0,173.83502495373747,203.0,-3.0,239.0,2247.0,76.0,-11.0,65.0,129.0,-90.0,-98.0,16.0,-14.0,49.0,-122.0,13.0,-33.0,-196.0,-129.0,-27.0,4.0,20.68698184539943,0
51760_2016,216773.0,99883.0,88958.0,52470.0,10724.0,23443.0,25005.0,39481.0,33152.0,10115.0,130430.0,5385.0,21300.0,479.0,1587.0,14966.0,10953.0,33591.0,300684.0,403.0,185.9087617000272,5710.0,760.0,3045.0,1175.0,-1503.0,-1024.0,1248.0,307.0,823.0,-327.0,3063.0,-186.0,632.0,-55.0,-499.0,442.0,274.0,-2817.0,21891.0,-12.0,-10.714995187726686,1
51760_2018,223787.0,100119.0,89846.0,52298.0,9331.0,23142.0,27831.0,40004.0,33220.0,9269.0,133448.0,6008.0,22056.0,450.0,1692.0,15181.0,10986.0,29654.0,247530.0,425.0,189.91272951511928,7014.0,236.0,888.0,-172.0,-1393.0,-301.0,2826.0,523.0,68.0,-846.0,3018.0,623.0,756.0,-29.0,105.0,215.0,33.0,-3937.0,-53154.0,22.0,4.003967815092068,1
51760_2020,229233.0,100930.0,91005.0,67249.0,8082.0,21090.0,30140.0,39853.0,32817.0,6626.0,134833.0,6843.0,23507.0,572.0,1560.0,14480.0,10528.0,26066.0,306331.0,406.0,177.11237038297276,5446.0,811.0,1159.0,14951.0,-1249.0,-2052.0,2309.0,-151.0,-403.0,-2643.0,1385.0,835.0,1451.0,122.0,-132.0,-701.0,-458.0,-3588.0,58801.0,-19.0,-12.800359132146525,1
51770_2016,99329.0,47331.0,42541.0,21610.0,3749.0,10247.0,14837.0,21886.0,16969.0,5185.0,39663.0,1853.0,7055.0,278.0,731.0,5669.0,2170.0,14741.0,126955.0,272.0,273.8374492847003,1380.0,1.0,-8.0,553.0,-238.0,-1135.0,624.0,446.0,818.0,407.0,1750.0,-866.0,101.0,54.0,-216.0,29.0,70.0,-1480.0,13138.0,-1.0,-4.879025615502883,1
51770_2018,99621.0,47056.0,42037.0,20046.0,3487.0,10143.0,15805.0,21860.0,14461.0,5071.0,40813.0,1754.0,6872.0,261.0,843.0,5749.0,2009.0,12314.0,113821.0,237.0,237.90164724305114,292.0,-275.0,-504.0,-1564.0,-262.0,-104.0,968.0,-26.0,-2508.0,-114.0,1150.0,-99.0,-183.0,-17.0,112.0,80.0,-161.0,-2427.0,-13134.0,-35.0,-35.93580204164917,1
51770_2020,99122.0,46991.0,41694.0,30748.0,3422.0,8609.0,16353.0,21988.0,11071.0,3913.0,41579.0,1595.0,7256.0,212.0,688.0,5154.0,1797.0,10909.0,124697.0,300.0,302.65733136942356,-499.0,-65.0,-343.0,10702.0,-65.0,-1534.0,548.0,128.0,-3390.0,-1158.0,766.0,-159.0,384.0,-49.0,-155.0,-595.0,-212.0,-1405.0,10876.0,63.0,64.75568412637242,1
51775_2016,25290.0,10871.0,10060.0,2158.0,655.0,1785.0,4502.0,4927.0,3266.0,1080.0,3611.0,191.0,1510.0,533.0,169.0,608.0,2298.0,2231.0,36379.0,77.0,304.4681692368525,170.0,23.0,107.0,-533.0,-120.0,42.0,266.0,-83.0,31.0,108.0,174.0,-170.0,155.0,30.0,0.0,45.0,258.0,-525.0,-4328.0,23.0,89.50001637061041,1
51775_2018,25519.0,10852.0,9881.0,2095.0,669.0,1770.0,4731.0,4917.0,2848.0,924.0,3744.0,151.0,1626.0,329.0,58.0,677.0,2474.0,1693.0,34902.0,68.0,266.4681217916063,229.0,-19.0,-179.0,-63.0,14.0,-15.0,229.0,-10.0,-418.0,-156.0,133.0,-40.0,116.0,-204.0,-111.0,69.0,176.0,-538.0,-1477.0,-9.0,-38.000047445246196,1
51775_2020,25290.0,10846.0,9876.0,3595.0,639.0,1585.0,4879.0,4714.0,2656.0,584.0,3900.0,372.0,1675.0,231.0,134.0,700.0,2599.0,1472.0,34576.0,83.0,328.1929616449189,-229.0,-6.0,-5.0,1500.0,-30.0,-185.0,148.0,-203.0,-192.0,-340.0,156.0,221.0,49.0,-98.0,76.0,23.0,125.0,-221.0,-326.0,15.0,61.72483985331263,1
51790_2016,24234.0,11793.0,10383.0,3622.0,601.0,2052.0,5013.0,4480.0,3836.0,949.0,4428.0,128.0,1356.0,60.0,137.0,709.0,1318.0,2810.0,24977.0,88.0,363.12618634975655,102.0,53.0,-120.0,-551.0,-175.0,-458.0,209.0,-94.0,-37.0,5.0,92.0,68.0,205.0,15.0,-50.0,-291.0,-13.0,-555.0,2251.0,11.0,44.04778422809238,1
51790_2018,24452.0,11814.0,10520.0,3165.0,395.0,1874.0,5072.0,4674.0,3676.0,926.0,4630.0,255.0,1412.0,94.0,145.0,692.0,1336.0,2471.0,25063.0,69.0,282.1855062980533,218.0,21.0,137.0,-457.0,-206.0,-178.0,59.0,194.0,-160.0,-23.0,202.0,127.0,56.0,34.0,8.0,-17.0,18.0,-339.0,86.0,-19.0,-80.94068005170323,1
51790_2020,24660.0,11847.0,10638.0,4825.0,458.0,1817.0,5224.0,4683.0,3525.0,631.0,4800.0,275.0,1488.0,81.0,167.0,782.0,1351.0,2265.0,25268.0,75.0,304.1362530413625,208.0,33.0,118.0,1660.0,63.0,-57.0,152.0,9.0,-151.0,-295.0,170.0,20.0,76.0,-13.0,22.0,90.0,15.0,-206.0,205.0,6.0,21.950746743309196,1
51800_2016,87061.0,34897.0,31741.0,9914.0,3151.0,6929.0,11296.0,21855.0,9706.0,3698.0,43493.0,395.0,2227.0,941.0,377.0,2037.0,782.0,7697.0,77589.0,160.0,183.7791893040512,1584.0,1035.0,943.0,513.0,-697.0,-376.0,827.0,79.0,475.0,249.0,1119.0,111.0,171.0,94.0,-182.0,145.0,-148.0,-752.0,12825.0,11.0,9.463291460186753,1
51800_2018,89160.0,36213.0,33198.0,9520.0,2785.0,6736.0,12250.0,21971.0,10821.0,3348.0,45026.0,401.0,2640.0,1082.0,522.0,2271.0,572.0,6324.0,72465.0,173.0,194.03319874383132,2099.0,1316.0,1457.0,-394.0,-366.0,-193.0,954.0,116.0,1115.0,-350.0,1533.0,6.0,413.0,141.0,145.0,234.0,-210.0,-1373.0,-5124.0,13.0,10.254009439780134,1
51800_2020,91383.0,37394.0,34603.0,14397.0,2881.0,6048.0,13209.0,22025.0,10375.0,2598.0,46677.0,553.0,2745.0,919.0,680.0,1844.0,438.0,5950.0,82738.0,208.0,227.61345107952243,2223.0,1181.0,1405.0,4877.0,96.0,-688.0,959.0,54.0,-446.0,-750.0,1651.0,152.0,105.0,-163.0,158.0,-427.0,-134.0,-374.0,10273.0,35.0,33.580252335691114,1
