,E_TOTPOP,E_HU,E_HH,E_POV,E_UNEMP,E_NOHSDP,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_MINRTY,E_LIMENG,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,E_UNINSUR,E_DAYPOP,Deaths,"Deaths per 100,000 Population",C-E_TOTPOP,C-E_HU,C-E_HH,C-E_POV,C-E_UNEMP,C-E_NOHSDP,C-E_AGE65,C-E_AGE17,C-E_DISABL,C-E_SNGPNT,C-E_MINRTY,C-E_LIMENG,C-E_MUNIT,C-E_MOBILE,C-E_CROWD,C-E_NOVEH,C-E_GROUPQ,C-E_UNINSUR,C-E_DAYPOP,C-Deaths,"C-Deaths per 100,000 Population",Risk Category
20149_2018,23545.0,9488.0,8695.0,2242.0,455.0,787.0,3239.0,6840.0,2319.0,672.0,2387.0,142.0,213.0,929.0,213.0,247.0,351.0,1172.0,20374.0,41.0,174.13463580378001,625.0,422.0,331.0,197.0,-31.0,118.0,203.0,59.0,215.0,172.0,73.0,-61.0,-1.0,125.0,-7.0,-13.0,22.0,-459.0,-32.0,16.0,65.05959217376255,0
20149_2020,24203.0,9824.0,8883.0,3308.0,254.0,831.0,3449.0,7090.0,2609.0,379.0,2535.0,36.0,176.0,1034.0,281.0,223.0,368.0,1080.0,20945.0,48.0,198.3225220014048,658.0,336.0,188.0,1066.0,-201.0,44.0,210.0,250.0,290.0,-293.0,148.0,-106.0,-37.0,105.0,68.0,-24.0,17.0,-92.0,571.0,7.0,24.187886197624778,1
20151_2016,9729.0,4480.0,3778.0,1226.0,247.0,595.0,1721.0,2344.0,1325.0,301.0,1058.0,149.0,301.0,250.0,70.0,204.0,396.0,970.0,10237.0,23.0,236.4066193853428,-29.0,-27.0,-293.0,127.0,27.0,-106.0,-25.0,42.0,-4.0,67.0,70.0,58.0,49.0,-12.0,22.0,21.0,2.0,-24.0,917.0,-6.0,-60.785428165384786,1
20151_2018,9582.0,4493.0,3684.0,1065.0,180.0,485.0,1752.0,2390.0,1047.0,205.0,1113.0,200.0,244.0,259.0,140.0,162.0,406.0,701.0,9497.0,29.0,302.6508035900647,-147.0,13.0,-94.0,-161.0,-67.0,-110.0,31.0,46.0,-278.0,-96.0,55.0,51.0,-57.0,9.0,70.0,-42.0,10.0,-269.0,-740.0,6.0,66.2441842047219,1
20151_2020,9324.0,4472.0,3733.0,1833.0,154.0,502.0,1815.0,2360.0,1010.0,235.0,1130.0,107.0,169.0,188.0,107.0,137.0,423.0,801.0,9146.0,34.0,364.6503646503646,-258.0,-21.0,49.0,768.0,-26.0,17.0,63.0,-30.0,-37.0,30.0,17.0,-93.0,-75.0,-71.0,-33.0,-25.0,17.0,100.0,-351.0,5.0,61.999561060299925,1
20153_2016,2557.0,1450.0,1178.0,204.0,30.0,119.0,680.0,500.0,420.0,39.0,192.0,28.0,1.0,24.0,4.0,39.0,39.0,150.0,2028.0,10.0,391.08330074305826,4.0,-2.0,-33.0,-96.0,10.0,-27.0,5.0,28.0,15.0,-2.0,34.0,8.0,-24.0,-35.0,-7.0,-3.0,-2.0,-51.0,-118.0,-1.0,-39.78234751389431,1
20155_2016,63803.0,28293.0,25028.0,8727.0,1602.0,5411.0,11478.0,14786.0,8860.0,2246.0,9538.0,623.0,1542.0,1032.0,687.0,1682.0,2770.0,6634.0,64605.0,141.0,220.99274328793317,-420.0,-6.0,-307.0,995.0,-435.0,375.0,278.0,-200.0,-86.0,27.0,263.0,85.0,338.0,-129.0,352.0,285.0,-82.0,-1602.0,1220.0,-1.0,-0.11184541081962607,1
20155_2018,63101.0,28479.0,25052.0,8021.0,1408.0,5247.0,11874.0,14427.0,9009.0,2075.0,9947.0,561.0,1661.0,1213.0,732.0,1627.0,2741.0,5285.0,61344.0,135.0,213.94272673967134,-702.0,186.0,24.0,-706.0,-194.0,-164.0,396.0,-359.0,149.0,-171.0,409.0,-62.0,119.0,181.0,45.0,-55.0,-29.0,-1349.0,-3261.0,-6.0,-7.050016548261823,1
20155_2020,62421.0,28543.0,24970.0,13826.0,1316.0,4341.0,12374.0,14039.0,9028.0,1365.0,10239.0,379.0,1893.0,1185.0,592.0,1366.0,2719.0,5787.0,62014.0,157.0,251.51791864917254,-680.0,64.0,-82.0,5805.0,-92.0,-906.0,500.0,-388.0,19.0,-710.0,292.0,-182.0,232.0,-28.0,-140.0,-261.0,-22.0,502.0,670.0,22.0,37.5751919095012,1
20157_2016,4768.0,2894.0,2238.0,530.0,90.0,208.0,1303.0,944.0,642.0,93.0,173.0,19.0,83.0,122.0,14.0,92.0,101.0,326.0,4361.0,16.0,335.5704697986577,-100.0,26.0,-20.0,-122.0,-11.0,-26.0,-15.0,-24.0,-128.0,-21.0,20.0,15.0,8.0,12.0,-2.0,-26.0,-4.0,-188.0,-49.0,-9.0,-177.98745953577117,1
20157_2018,4686.0,2882.0,2248.0,490.0,59.0,169.0,1280.0,921.0,627.0,68.0,197.0,11.0,130.0,71.0,19.0,126.0,98.0,180.0,4160.0,13.0,277.4221084080239,-82.0,-12.0,10.0,-40.0,-31.0,-39.0,-23.0,-23.0,-15.0,-25.0,24.0,-8.0,47.0,-51.0,5.0,34.0,-3.0,-146.0,-201.0,-3.0,-58.148361390633795,1
20157_2020,4607.0,2865.0,2176.0,967.0,23.0,137.0,1249.0,996.0,579.0,44.0,238.0,2.0,119.0,55.0,14.0,107.0,98.0,188.0,3950.0,16.0,347.29759062296506,-79.0,-17.0,-72.0,477.0,-36.0,-32.0,-31.0,75.0,-48.0,-24.0,41.0,-9.0,-11.0,-16.0,-5.0,-19.0,0.0,8.0,-210.0,3.0,69.87548221494114,1
20159_2016,9949.0,4560.0,3968.0,1404.0,273.0,720.0,1752.0,2281.0,1454.0,209.0,1561.0,104.0,106.0,165.0,70.0,163.0,639.0,1199.0,9199.0,31.0,311.5891044326063,-101.0,13.0,131.0,-150.0,-93.0,2.0,-33.0,-65.0,83.0,-16.0,27.0,-3.0,24.0,-63.0,-31.0,-83.0,78.0,-307.0,401.0,7.0,72.78313428335258,1
20159_2018,9762.0,4589.0,3863.0,1527.0,264.0,574.0,1768.0,2237.0,1517.0,227.0,1581.0,94.0,147.0,193.0,53.0,159.0,657.0,871.0,9006.0,31.0,317.5578774841221,-187.0,29.0,-105.0,123.0,-9.0,-146.0,16.0,-44.0,63.0,18.0,20.0,-10.0,41.0,28.0,-17.0,-4.0,18.0,-328.0,-193.0,0.0,5.968773051515825,1
20159_2020,9532.0,4581.0,3939.0,1919.0,225.0,523.0,1828.0,2133.0,1476.0,182.0,1654.0,157.0,218.0,177.0,9.0,165.0,697.0,623.0,8619.0,22.0,230.8015107007973,-230.0,-8.0,76.0,392.0,-39.0,-51.0,60.0,-104.0,-41.0,-45.0,73.0,63.0,71.0,-16.0,-44.0,6.0,40.0,-248.0,-387.0,-9.0,-86.75636678332481,1
20161_2016,75026.0,29837.0,26544.0,14347.0,2139.0,1639.0,5969.0,13224.0,6081.0,1756.0,16995.0,852.0,6617.0,1598.0,1294.0,1617.0,9127.0,4333.0,72377.0,76.0,101.29821661823901,548.0,754.0,382.0,-252.0,229.0,-98.0,388.0,-383.0,1345.0,-108.0,651.0,227.0,-201.0,33.0,-906.0,99.0,-153.0,-775.0,-12075.0,18.0,23.42287087855749,0
